,id,language,date,time_length,gender,medium,text_type,text
474,C2016-WRI-3F-066-002,czech,2016-03-30,2,F,writing,narration,"Pracovala jsem jako číšnice v kavárně a v restauraci dva roky, proto umím trochu vařit. Kromě činsky a rusky, mluvím dobře ještě anglicky. V 2012 jsem ziskala certifikát ze statní zkoušky. Pracovala jsem na častečný úvazek jako učitelka ve školce rok."
475,C2016-WRI-3F-066-003,czech,2016-03-30,2,F,writing,narration,"V roce 2016 byla jsem na stáži v leteské společnosti, protože zajímám se o práci v leteské společnosti. Když byla jsem malá, chtěla jsem cestovat po světě. Chtěla bych pracovat jako letuška. Mám jazykovou znalosti, a ráda komunikuju s lidmi."
476,C2016-WRI-3M-068-001,czech,2016-03-30,2,M,writing,narration,"Narodil jsem se v roce 1995 v Taipei. Studoval jsem Slovanské jazyky a literaturu na univerzitě Čen-či od roku 2013 do 2017. Umím dobře anglicky a česky, a ještě umím trouchu rusky. Mám zájem o češtinu. Pracoval jsem jako asistent na fakultě Slovanských jazyků a rád učít a také komunikovat se studenty."
477,C2016-WRI-3M-068-002,czech,2016-03-30,2,M,writing,narration,"Studoval jsem češtinu na universitě Kralova od roku 2020 do 2024. Líbí se mi Češka republika. Složil jsem CCE na B2 v roce 2023. Mám certifikát výuky učitel na vašé universitě, kde bych mohl využít své odborné znalosti a zkušenosti výuky."
478,C2016-WRI-4M-067-001,czech,2016-03-30,4,M,writing,narration,"Narodil jsem se lo prosince 1993 v Tainanu. Jsem svobidný a bydlím v Taipei. Od roku 2009 do roku 2012 do roku studoval na střední škole v Tainanu. Od roku 2012 do roku 2016 studuju matematika na Cheng Chi universitě. Od únory 2014 jsem pracoval na NCCU - Kancelař zahraničích jazyků, jako asistent."
479,C2016-WRI-4M-067-002,czech,2016-03-30,4,M,writing,narration,"U roce 2014 létě jsem pracoval v hotelu na zeleném ostvově jako popelář. V roce 2015 létě jsem pracoval v hotelu v Osaku, Japonsku jako server. A od října 2015 pracuju v shinkong mitsukoshi, L'occitane jako číšník. Umím dobře anglicky a jsem studoval španělštinu na dva roky."
480,C2016-WRI-2F-075-001,czech,2016-04-11,3,F,writing,narration,"To je pes na filmu. On je hraje bal, a potom díva se na gumu. Má hlad, že chtěli bychom jíst. Ale, pracovitý bee tancuje a jde na gumu. Potom vybra si jedna gumem. Zvědavy pes se rozhodva stihnout tehdy a vyhráva mnoho gum. Myslím, že pes je sobecký. Bee je pilný. Pes a bee šešít a má hrozný. Nelibi se to film, že je nezajimavý."
481,C2016-WRI-2F-077-001,czech,2016-04-11,3,F,writing,narration,"To film je zajimaví. Jsou jeden pes a jeden. To pes je hubený. Má velké ucho. Jeho nos je také velký. To pes je statečný alé líný. On není opatrný a není pozorný. To pes a to nemluví, alé víme to film. To je roztomilý. On je malý alé můj statečný. On je také můj pracovitý a není liný. Oni se líbí gumu. Já se mi líbí filmu."
482,C2016-WRI-2F-078-001,czech,2016-04-11,3,F,writing,narration,"To jezajímavý a znamý film pro děti. Byl krásný den a jeden žluty pes, který se jmenuje Pluto. Má dlouhé nohy, velké očí, černé uši. On rád běhá po parku a hraje hračku. Když on přišel do zahrady, neviděl svoji hráčku. Hledal v kvetinech, ale tam nebyla jeho hračka. Potom viděl hodně bonbonů."
483,C2016-WRI-2F-078-002,czech,2016-04-11,3,F,writing,narration,"Chtěl dostat všechny bonbony od malého vychodu, ale on je moc větší než vychod a nemohl dostat bonbony. Přitom přiletil jedno žluté malé životní. On byl veselý a moc pracovity. Vstoupil vychodem, aby vynesl bobon. On chtěl přinest jeden červený bonbon domu. To bylo ma těžké pro něho, protože on je malé životní a bonbon je stejně velký jako on. Když přiletil do domíku, on byl už unavený."
484,C2016-WRI-2F-078-003,czech,2016-04-11,3,F,writing,narration,"On dál svůj bonbon doma a slyšel, že už má hodně bonbonů. Byl moc spokojený. Ale nevěděl, že byl tam špatný pes, který potom nejen rozbil jeho domík, ale i ukradl všechny bonbony. Malé životní byl rozzlobený a chtěl dát pesovi jeden úkol. Pes sa bal a uběhal mockrát. Nakonec malé životní vyhral a Pluto poznal, že nemuset vzít veci, která není svoje."
485,C2016-WRI-2F-079-001,czech,2016-04-11,3,F,writing,narration,"Byl hezký den. Svítí slunce. Pes Pluto hral v parku. On našel, že nedaleko je machine, ve které mnoho bonbonů. Pluto příšel k ní, protože chtěl jíst bonbony. Ale Pluto je velký, a machine je malá, proto nemohl dostat bonbony. Příletěl žlutý #Bubble bee#. #Bubble bee# je malý, proto mohl příletět v machine, a nakonec dostal bonbony."
486,C2016-WRI-2F-079-002,czech,2016-04-11,3,F,writing,narration,"Pluto je žárlivý. On ukrádl ty bonbony, který #Bubble bee# nesl domů. Potom #Bubble bee# našel, že všechní bonbony nebyli doma, proto měl strašno nehezkou náladu. On příletěl k Plutovi. Oni vypadali jako lidé, kteří cvítí boxem. Nakonec, #Bubble bee# vyhral, proto byl veselý. Bolel Plutovi záda. Pluto uběžil."
487,C2016-WRI-2M-076-001,czech,2016-04-11,3,M,writing,narration,"Tamhle má jedno pes, on je hnědy. On hraje bal v parku, a pak se vidí něco zajímavého. Chce jíst slatky ale nemůže otevřet to, po minutě, jeden malý věc přichaží a bere slatky zpatky. Ten pes jde pod ten věci, když ten věc odletí, ten bee jedí ty slatky."
488,C2016-WRI-2M-076-002,czech,2016-04-11,3,M,writing,narration,"Po ten věc zase letí doma, nenajde ty slatky, a potom vidí něco ten pes zůstal. Ten malý věc letí pro ten psa. Chce použit jeho kořeu likvidovat toho psa. Následně ten pes a ten věc jsou unavení, a to je konec."
489,C2016-WRI-2M-080-001,czech,2016-04-11,3,M,writing,narration,"To je krátký film. Ten film říkal o psu a jiné životě. Pes hral s bálem v zahradě, potom bál běhal z něj. Proto pes šel hledat svůj bál. Hned pes viděl něco sládkého a chtěl jíst, ale neuměl to dělat. Pes se díval na jinou malou žlutou životu. On nakonec jedl její bonbony. Pes byl velmi veselý."
490,C2016-WRI-2M-080-002,czech,2016-04-11,3,M,writing,narration,"Ale jiná života se zlobila hodně. Ta života letala moc a chtěl by dělat něco špatného. Ta žluta byla velmi unavená, ale zase nakonec dělal to. Ona jedla bonbon a byla veselá. Myslím, že je výborný film, proto mám rád ten film."
491,C2016-WRI-3F-001-001,czech,2016-04-18,2,F,writing,narration,"Je pěkný slunečný den. Výpadá, že dnes má Pluto dobou náladu, protože si může se svým barevným míčem hrát v velkém parku. Míč jako obyčejně velmi dobře vyskakuje. Pohybuje se příliš rychle, než aby ho Pluto stihl chytit. Najednou míč přeskakuje zeď parku bez jeho vědomí. Za dvě sekundy si Pluto všiml, že je míč ztracen. Hned ho začíná hledat a vidí, že je tam za zdí nečo podobného svému míči."
492,C2016-WRI-3F-001-002,czech,2016-04-18,2,F,writing,narration,"Pluto pak za ním běží, ale bohužel není to jeho míč. Je to automat žvýkačky. Ačkoli nenašel svou hračku, zálibil se mu hned tento automat, neboť voní žvýkačky v automatě. Pluto po těchto barevných kuličkách moc touží, takže se snaží, aby si je dostal. Přestože zkusí všemi způsoby, nakonec se mu nedaří vybrat žvýkačky. Sotva k tomuto automatu přiletěla jedna roztomilá včela."
493,C2016-WRI-3F-001-003,czech,2016-04-18,2,F,writing,narration,"Dokáže lézt dovnitř dílem automatu, a za chvílku se mu povedlo získat červenou žvýkačku! Pluto se díví této včele a pak ji ze zvědavosti sleduje. Až se dostali k včelinu domu, včela do domečku dala svou červenou kuličku a pak zase někam vyletěla. Napádá Plutovi, že je možná ve včelině domě hodně žvýkaček. Po odletem včely se objevuje na obličeji Pluta zlý úsměv."
494,C2016-WRI-3F-001-004,czech,2016-04-18,2,F,writing,narration,"Násilně klepá na domeček, aby kuličky vypadli. Nakonec spadl domeček na zem a ten byl úplně zničen. To ale Plutovi vůbec nevadí, jen se věnuje těm vypadajícím žvýkačkám. Je velmi rád a hned si dává do své pusy všechny kuličky. Nejdřív Plutovi to moc chutnájí, ale nevěděl předtím, že jsou ty žvýkačky tak lepkavé. Stává se mu trapná situace, že málem nemůže svou pusu otevřít."
495,C2016-WRI-3F-001-005,czech,2016-04-18,2,F,writing,narration,"Teď se vrací včela s další žvýkačkou. Chystá se znovu do svého domu dát kuličku, ale u větve už není k vidění její domeček. Horší je, všechny její nejoblibenější žvýkačky zmizely. Hrozně se zlobí na toho, kdo je kládl. Podle stropy na zemi včela poznala, že pachatelem byl Pluto. Hned za ním vyrází, aby mu řekla, že dělal něco velice špatného. Zároveň Pluto s bublikami hraje zase v praku."
496,C2016-WRI-3F-001-006,czech,2016-04-18,2,F,writing,narration,"Když se včela potkává s Plutem, hned mu nadává. Pluto si ale myslí, že se nemusí omlouvit. Proto mezi nimi vypukl boj. Používá včela svou jehlu jako zbraň, a Pluto se před ní ochaňuje bublikami žvýkaček. Během toho boje včela zavázala Pluto sňurou zvýkaček, ale šikovný Pluto ještě umí skákat i s takovou překážkou. Když spadli ty obě osoby do místa květin, včela využila té dobré šance a dala Plutovi silný útok svou jehlou. Nakonec utíká s bolesti Pluto, nad kterým vyhrala roztomilá včela."
497,C2016-WRI-3F-002-001,czech,2016-04-18,2,F,writing,narration,"Zase film pro dítě. Tentokrát je hádka mezi psem a včelou. Jeden hezký den, pes hrál v parku. Najednou bonbony viděl a chtěl to jíst. Ale nemůžel, protože jsou v nějakém stroje. Včela bonbony úspěšně dostala a přinesla doma. Pes všechno ukrástel a snědl hned. Včela se rozzlobila, a proto oni se hádali. Po některých zábavných hádkách, včela nad pesem vyhrála."
498,C2016-WRI-3F-002-002,czech,2016-04-18,2,F,writing,narration,"Tento typ filma má stejný št´astný konec vždicky. Hodné líde nad zlými lidmi vyhráli. To učí děti neudělat špatné věci. Podívala jsem se na tento film, myslím si jen o jeden věc, že pes nemůsí bonbony jíst! To je pro ho velmi nebezpečné! Měla jsem jeden pes. Nikdy jsem ho nechala jíst lidské jídlo, a proto dlouho zdravě žil."
499,C2016-WRI-3F-003-001,czech,2016-04-18,2,F,writing,narration,"V začátku Pluto šel na procházku na ulici, potom on páchnul něco dobré a našel jeden malý stroj, který prodává žvýkací. On se snažil, ale to nedostal. Přítomní, jeden včel létal blíže k tomu stroji. Včel je malý a chytrý, on létal v stroj, a dostal jeden červený žvýkací, co on přinesl do domu. Pluto viděl celý proces, jak ten včel dostal žvýkací, a potom on sledoval za ho."
500,C2016-WRI-3F-003-002,czech,2016-04-18,2,F,writing,narration,"Včel došel do domu a opustil žvýkací, a ihned se odešel. Když on odešel, Pluto se snažil brát žvýkací, on skočil a převrhl včelí dům, od kterého upadlo mnoho žvýkací. On byl spokojen a jedl všechny žvýkací, ale jeho pusu se lepilo, potom on zkusil žvýkat, a všechny žvýkací byly jeden velký balon. On byl veselý, a pokračoval jít na procházku. Tehdy včel se vracel do domu, a viděl, že jeho žvýkací odcizili."
501,C2016-WRI-3F-003-003,czech,2016-04-18,2,F,writing,narration,"On se velmi zlobil. On je chytrý, okamžitě znal kdo odcizil, tak on ihned polétal najít Pluta. Když včel viděl Pluta, který byl veselý a hrál s balonem. On se rozzlobil a atakoval ho, a potom použil žvýkací, aby lepil Pluta. Pluto ještě neviděl, co se stalo. Jeho čtyř nohy už lepil, on jenom mohl skočit. On zkusil bojovat s včelem, ale v konci on vyhrál, on se upal do zahrady. Včel taky se upal, ale nakonec on bral svůj žvýkací."
502,C2016-WRI-3M-004-001,czech,2016-04-18,2,M,writing,narration,"V začátku scena býla na zahradě. Počasí bylo hezké. Býla tam žlutá psa, která hrala míč. Ale to míč ona ztratila. Tak zkusila najit něco jiného jako míč. Potom ona našla žvýkačky. Chtela by to dostat, aby jiný míč udělala. Jinak žvýkačky sní pěkně, a proto chtěl to sníst. Ale nemohla, protože musí za žvýkačky zaplatit. Potom přiletíla včela. Včela byla veselý a hrala nějakou hudbu a tancovala když přiletila."
503,C2016-WRI-3M-004-002,czech,2016-04-18,2,M,writing,narration,"Ona dostala žvykačky a je vzala domů. Vypadala utáhany, protože už hodně krát žvýkačky domů vzala. Ta psa to uznala, a proto snědla všechny žvýkačky. Jinak ona na konce míč udělala a opět hrala na zahradě. Ale včela zjistila, že psa snědla žvýkačky. Včela řekla, že proč ta psa snědla moje žvýkačky. Ta psa se neomlouvala a i křičila. Ta psa byla velmi špatná. Tak se zlobila včela a oni se hádali. Konečně, včela vyharala a ta psa odešla."
504,C2016-WRI-1F-055-001,czech,2016-05-24,1,F,writing,narration,Březen moje kamarádka mela narozeniny. My na kino pro jeden dokument ona chtila na dopoledne. Potom my šly na Japan restauraci pro obědě. Dala jsem sushi. Dala jsem povrch. Cekaly jsem čišnice přinásí náse jidlo. Ja na ona dárek. Ten dárek byl karto a lasky roman. Ona rad protože ona uctivána ten autory.
505,C2016-WRI-1F-055-002,czech,2016-05-24,1,F,writing,narration,Odpoledne my jedly na výstave a kupovala heska pohlednice. Nahoře byl hesky obrázek maliřa malba. Tady je Velka Británine muzemum a Rusko hrad a Itálie město. My chtit na tam budounost. Večer my na moje dům. Moje matka jsem dělala dort sachr pro oslavovat jeho narozeniny.
506,C2016-WRI-1F-056-001,czech,2016-05-24,1,F,writing,narration,"Moje kamaradka a já zřídka hromadí, protože malá divadlo. Ale, my vždy má slaví narozeniny. My připraví dezert a péci koláč pospolu. Ma bystrý bublina má táta, mamka sestra, dědeček a babička, základní škola kamaradka a sousedka, My opěvjou narozeniny písnička, tančí, táta a mámka vypí pivo, já a kamaradka vypí oranžovy džus."
507,C2016-WRI-1F-056-002,czech,2016-05-24,1,F,writing,narration,"Já mám moc dárek na konec. Protože já jsem blany, táta a mamka také jsem blahý. Ja milá narozeniny. Ačkoliv uklidím divadlo je unavený, ja ještě mila narozeniny. Ja těšim se na něco narozeniny a darek."
508,C2016-WRI-1F-057-001,czech,2016-05-24,1,F,writing,narration,"To je můj kamarádka narozeniny. Ja a meho spolu oslavujeme ten narozeniny. Mame velká dort, mnoho zákusek a červený vino. Já kupuju bílý šaty jako darek pro měho kamarádka. V kavárně, my večeře spolu. Promluvme si velmi rád. Potom jdeme na procházku."
509,C2016-WRI-1F-057-002,czech,2016-05-24,1,F,writing,narration,Nakonec jsme šli do parku. Hrame hru a zpivame pisen. Všichni jsme štastní. Můj kamarádka přeje její přání že libila se ma jeho narozeniny.
510,C2016-WRI-2F-047-001,czech,2016-05-24,3,F,writing,narration,"Vy jsme házela to kamarádka do fontána před čím škola nebo písat píseň pro ni. Tam byl moc kamarádka a kamarád. Vy jsme jedli dort a zákusek. Jedli jsme čaj, džus a kok. Vy jsme také povídala sí o škole, dovolene, a něco zajímavého."
511,C2016-WRI-2F-047-002,czech,2016-05-24,3,F,writing,narration,"Jeden z přátel bylo pozdě, ale on vzal pět červených růží na to kamarádka. Vy jste povídali si od rano do večer. A pak vy jste večeřela spolu. Všíchni se dobře bavili. To je pěkný den."
512,C2016-WRI-2F-048-001,czech,2016-05-24,3,F,writing,narration,"Můj přítel měl narozeniny čtvrtého června. Oslavili jsme je se svými kamarády v Praze. Večer jsme šli do malé hospody. Několik kamarádů mého přítele přišlo pozdě, protože pro něho koupili dárek. Ten dárek byl víno, a proto se mému českému příteli líbil. Potom, pili jsme hodně pivo, a taky jsem jedla ryby. Nemluvila jsem česky dobře, takže jsem mluvila skoro pořád anglicky."
513,C2016-WRI-2F-048-002,czech,2016-05-24,3,F,writing,narration,"Několik kamarádů mého přítele nemluvilo anglicky, a tak jsem moc nemluvila. Po třech pivech, byla jsem opilá. Pak, můj přítel jet domů. Potom jsem vykřikla, že chci tančit. Tím pádem, jsme jeli do další hospody. Tam jsme chvíli tancovali. Nakonec, mému příteli a jeho sestře se podařilo mě vzít domů. Oba byli docela unavení, ale já jsem byla stále energická."
514,C2016-WRI-2F-049-001,czech,2016-05-24,3,F,writing,narration,"Kamarádka Helena měla narozeniny. My jsme oslavili v restaurace. Mnoho přátelů přijeli a postavili moc dárků. My jsme jedli guláš, smažený syr, a dezert - cokoládové a vanilkové dorty, jahodovou zmrzlinu, sušenky a bonbony. Dezert mám chutná, a my jsme až moc jedli. A my jsme pili pomerančovou kolu a červený čaj."
515,C2016-WRI-2F-049-002,czech,2016-05-24,3,F,writing,narration,"Ale někdo se nelíbí kola a čaj, oni měli raději pivo. My jsme dáli Heleně dárky. Dárky byli hezké a Helena měla ráda. Dárky - květiny, parfém, růzový kapesník a náhrdelnik. Potom, my jsme tancovali a zpívali. Každý přítel byl šťastný, všchni se dobře bavili. Narozeniny byly výborné a dobré."
516,C2016-WRI-2F-050-001,czech,2016-05-24,3,F,writing,narration,"Moje kamarádka měla narozeniny a tak jsme je spolecne oslavily. V poledne jsme se šli naobědvat do restaurace. První jsme si daly brambory se zeleninou a kuřecí polévkou, a potom jsem si daly čokoládový dort a zmrzlový pohár. Pak jsme si ještě chvíli povidaly v čaje a kávy. Odpoledne jsme chtěly jít na naš nový oblíbený film Zootopia."
517,C2016-WRI-2F-050-002,czech,2016-05-24,3,F,writing,narration,"Začínalo to ve 13,45. Bylo to zajimavý příběh o zlych ale roztomilych zvířatkach. Pak jsem jí dala dárek. Napsala jsem jí dopis a taký jí dala jednu českou knihu kterou moc chtěla. Ona říkala děkovat a byla ráda. To byl ale hezký den."
518,C2016-WRI-2F-051-001,czech,2016-05-24,3,F,writing,narration,"Moje kamarádka jmenuje se Anna. Měla narozeniny v dvacátého druhého března. Znám jednu hezku restaurace, proto šli jsme tam a oslavili jsme jeji narozeniny. Tam byli náše kamarády a bratr Anny. Jedli jsme ovocné saláty, dýňovou polévku a hovězí maso s bramborem. Jidlo bylo docela chutné. Měli jsme radi."
519,C2016-WRI-2F-051-002,czech,2016-05-24,3,F,writing,narration,"Pili jsme červené vino a mladý bratr Anny pil pomerančovy džus, protože nemá rad vino. Nakonec steward dával velký čokoládový dort pro Anny. Ono je dvacet let. Zpívali jsme narozeninový píseň. Kupovala jsem darek pro. To byla zajmavá kniha, protože Anna má rada čist knihy. Potom šli jsem v kino. Tam dívali jsme se na nový americký film. U nac hezký den."
520,C2016-WRI-2F-052-001,czech,2016-05-24,3,F,writing,narration,"Kamarádka měla narozeniny, my obědvali v restauraci. Líbí se my oběvali v noveho, krasneho i chutneho restauraci. My jedli biftek a hranolky, špagety se zeleninou, i smažené kuře a hranolky. My pili džus i pivo. Všichni se dobře požíjí povídaní sí. Po oběda, my jedli čokoládový dort. Navíc dort jsou mnoho ovocnýi, jsou pomeranč, broskev, i jahodu."
521,C2016-WRI-2F-052-002,czech,2016-05-24,3,F,writing,narration,My zpívali narozeniny píseň hlasitě. Narozeniny kamarádek dareky na svíčky i přála si přání. Všichni se rad. My dáli dáreky pro kamarádku. My kupovali novou i zajimavou knihu i krásneho oblečení na dárek. My psáli kartu pro kamarádku. Líbi se my oslavili narozenin pro kamarádku.
522,C2016-WRI-2F-053-001,czech,2016-05-24,3,F,writing,narration,"Kamarádka, Kristýna měla narozeniny. Je neděle večer já a Petr planovali program je osmnácmého červenec. Byli jsme být u jejiho domu. Koupovali jsme láhev červeného vina, jablka, kuře, klodásu, chleba, pizzu, zmrzlinu, čerstu, salát, sýr, ovocný koláč, čerstvá ryba, jahodový a borůvkový v potravinách. Bez dárků nemohli jsme pořádně slavit."
523,C2016-WRI-2F-053-002,czech,2016-05-24,3,F,writing,narration,"Potřebovali jsme dárek pro Kristýnu. koupovala jsme pro krásné sukně u moderní oblečení. Připravili jsme hodně chlebíčků a samožrejemě dort. U Kristýny bylo několik přárel. Všichni se dobře bavili, povídali si, tancovali, jedli a pili. Červené vino chumná lépe! Pizza je jaké dobré jíst. Všechno nejlepší k narozeninám pro vás, Kristýna."
524,C2016-WRI-2F-054-001,czech,2016-05-24,3,F,writing,narration,"Moje kamarádka, Taťana, má narozeniny v srpen. My jsme šli v Taičon, protože my jsme měli letní prázdniny. Oslava byla v důmě kamarádku. Nejlepši my jsme hodili v park na procházku. Jsme ye dívali na stromy a květiny. Potom jsme pošli na oběd. My jsme jedli pizzu. Odpoledne my jsme seděli doma a dívali na televize. Na televize bylo aktivní kino. Večer my jsme opékali na rožni."
525,C2016-WRI-2F-054-002,czech,2016-05-24,3,F,writing,narration,"My jsme jedli vepřove, kuře a párek. Potom my jsme delali ohňostroj. On moc hezký. On měl mnoho barv. Čeervený, modrý, žlutý, zelený a tak dále. My jsme hráli spolu vesele. Nakonec my jsme jedli tort a dali Taťane dárek. Ja jsem dosatala dopis a remizu. Ja jsem psala a kreslila. Kamarádka byla vesela. Ona méla dobrý narozeniny, a my jsme měli dobrý den."
526,C2016-WRI-2M-062-001,czech,2016-05-24,3,M,writing,narration,"Moje kamarad měl narozeniny minulý měsíc. Způsobu slávíme narozeniny není moc zvláštní, obvykle jsou tam pět až dest kamaradky, večeříme trochu dobry restauraci a trochu se rozhovoříme o život vzájemně. Nic se netosal ani ode mě ani od někdo."
527,C2016-WRI-2M-062-002,czech,2016-05-24,3,M,writing,narration,"Narozeniny pro nás už není o darky ale o shledání protože my studujeme v jiný universitě, naše čas společně je moc málo. Ne jenom jídeme do restauraci, někdy sejideme někam cestovat a fotografovat jako zpaměť. Nic moc dobrýho, nic moc dráhýho, čas pobývame spolu je nejlepší než všechno."
528,C2016-WRI-2M-063-001,czech,2016-05-24,3,M,writing,narration,"Moje kamarad měl narozeniny minúlý měsic. Způsobu slávime narozeniny neni moc zvláštní, obvykle jsou tam tří až čtyři kamarady, večeřime trochu dobry ménza a rozhovořime když jíme hranolky. Nic se netoslal aní ode mě aní někdo za večeře vždycky hrajeme košíková spolu, protože sejideme do stejine univerzitě, tak máme silný kamaradství."
529,C2016-WRI-2M-063-002,czech,2016-05-24,3,M,writing,narration,"Maji přiliš mnoho času spolu. Ne jenom jideme do menza, někdy sejifeme někam nakupovat a fotografovat jako zpaměť. Nic moc dobrýho, nic moc dráhýho, čas pobývame spolu je nejlepši než všechno. Mám štěstí, aby byly tyto přétele."
530,C2016-WRI-2M-064-001,czech,2016-05-24,3,M,writing,narration,"Včera moje blízká kamarádka Irena měla narozeniny. Promo jsem musel oslavít s ní. Nejdřív jsem šel do obchodu a jsem kupoval pro ni dárek. Kupoval jsem květiny a hezkou šálu, protože jimi se ni moc líbí. Potom jsme se sešly u kina v půl sedmeho. Divali jsme se na fantastický film. Pak jsme šly do hezké francouzské restaurci na večeři."
531,C2016-WRI-2M-064-002,czech,2016-05-24,3,M,writing,narration,"Dal jsem si hovězí maso, a ona si dala jen dort a černý čaj. Neměla velký hlád. Po večeři jsme seděli a jsme se dívalí na řeku. Dal jsem dárky a jsem zpíval pro ni: Hodně štěsti, zdrav. Ona byla moc váda. Měli jsme hezký večer."
532,C2016-WRI-3F-040-001,czech,2016-05-24,2,F,writing,narration,"Můj kamarád Anton měl narozeniny dvanástého srpna. My jsme sešli v kino a jsme vidili film. Po filmy my jsme večeřili v japonské restauraci. Máme velmi radi japonské jídla. Na večři my jsme jedli sashimi, miso polévku a pečenou rybu. My jsme pili horký zelený čaj a trochu japonské pivo. Potom jsme jeli metrem do centra."
533,C2016-WRI-3F-040-002,czech,2016-05-24,2,F,writing,narration,Koupila jsem nový reksak a knihy pro Antona. Anton má rád ten ruksak. Jsme taky šli do kávarny. Babili jsme se dobře. Pili jsme kávu. Jedla jsem sýrový dort. Jedl čokoladový dort. Chutnají nám zakusky. V devět hodin jsme rozšli a vratili se domů.
534,C2016-WRI-3F-042-001,czech,2016-05-24,2,F,writing,narration,"Kamarádka měla narozeniny. Den před její narozeniny, jsme udělali rezervaci na restauraci, jsme vybrali drahý dárek, a my jsme v planu dát náš kamarádka velké překvapení. My jsme se zeptali restauraci připravit lahodný narozeninový dort. V den jejich narozenin, my jsme měli večeři jako obvykle."
535,C2016-WRI-3F-042-002,czech,2016-05-24,2,F,writing,narration,"V době, kdy večeře, řekli jsme nic o její narozeniny, a zjistili jsme, že ona byla zklamaná. Jsme skončili a předstírali, ze jsme se chystali k odchdu. Najednou, my jsme slyšeli narozeninovou písen, a jsme spěchali a přijali naše oslavenkyně. Náša kamarádka byla překvapen a plakala. Jsemjí dali darek. Je to krásný muzička kutija. Byla to úžasná noc."
536,C2016-WRI-3F-043-001,czech,2016-05-24,2,F,writing,narration,"Zridka se scházíte s přáteli u vás doma, protože můj maminka nemáme rádi špinavé dům. Tak jsme se obvykle slavi narozeniny na vnějši strdně. Občas, uděláme oslava narozenin doma. Pět hostů obvykle přijde. Většina mých spolužaků. Oni vždy zpivat píseň pro mě. Nás jíme dort a sušenka, pijeme džus. V odpolednich hodinách budeme hrát hry."
537,C2016-WRI-3F-043-002,czech,2016-05-24,2,F,writing,narration,"Hráli jsme dvě hodiny. Každy, kdo je unavený. Ve večerních hodinách jsme jedli večeři a tanec. Mám rád své prátele. My fotit jako memento. Mám štastný den. Doufám, že tento den. Každý rok může být tak štastný. Všechno nejlepši k narozeninám pro mě."
538,C2016-WRI-3F-044-001,czech,2016-05-24,2,F,writing,narration,"Moje doma mám přáteli se scházíte o jednou měsiční. Oni připravíme hodně jidlo a nápoje pro oslava narozenin. Obvykle deset hostů přijet. Nejprve, jíme večeře spolu, mluvíme, dívat TV a hráme hry v obývací pokoj. Potom povídáme, píjeme víno nebo pivo někdy. Kolem deset hodin večer, začínáme se zpívat všechno nejlepší k nározeninam píseň s dort."
539,C2016-WRI-3F-044-002,czech,2016-05-24,2,F,writing,narration,"Máme dobry čas o večer. Ale, někdy jíme v hezkou restauraci. Potom schazíte moje doma pro slavíme narozenin. Ne obvykle schazíte a přáteli u moje doma protože každý je rušný. Proto, jsme velmi milovamé čas že schazíte and jsme rádi."
540,C2016-WRI-3F-045-001,czech,2016-05-24,2,F,writing,narration,"Můj kamarád Petr měl narozeniny. Pozval je sobě dobrým kamaradům narozeninách u jeho doma. On připravil mnoho jídla, napřiklad, pizzy různých typů, suši s sashimi, kuřeci roláda, soda a kola. Také koupil velky dort s čokoládou, že on velmi rád. My spolu jedlu, pili, zpívali píseň a přáli jemu všechno nejlepši k narozeninám."
541,C2016-WRI-3F-045-002,czech,2016-05-24,2,F,writing,narration,"On od mje dostal sluxhátka, ze dlouho chtěl. On také dostal dáky užitečných věcí. Na narozeninách říkali život nyní, koneckonců, někdo neviděl přede a dlouho neviděl. My říkali zajímavé věci, znali nové kamaradý. Ten den byli krásný i dobrý, protože on byl významny pro Petru a kamarádi Petra."
542,C2016-WRI-3F-046-001,czech,2016-05-24,2,F,writing,narration,"Moje kamarádka Hana měla narozeniny minulou sobotu. Ona bydlela v Praze. Dopoledne u Hany byli kamarády a její rodina. My jsme zpívali jí narozeninovou pízeň. Dala jsem přani k narozeninam a roztomilé delfíní panenky, protože Hana má ráda delfíny. Potom jsme jedli sladký čokoradový dort a chutnou pizzu, i jsme pili jablečný džus a kolu."
543,C2016-WRI-3F-046-002,czech,2016-05-24,2,F,writing,narration,"Jaké jsme se dívali na animaci. Večer jsme šli na procházku, povídali se, rozzařlili ohňostroj. To bylo hezký den pro všichni. Hana se měla šťastně, proto že se scházila s kamarády, oslavovali narozenin pro ni spolu. Hana říká, že příští rok bude vyzvat kamarády znovu."
544,C2016-WRI-3M-058-001,czech,2016-05-24,2,M,writing,narration,"Můj kamarádi schází můj doma jednou měsíčně, ale jdeme ven jednou za čas, pokud máme čas. Když máme oslavu, kupujeme dort, pítí, a dekorace na oslavu narozenin. Kromě toho každý přináší dar a jejich požehnání do oslavu. Zpíváme písničky, posílat dárky a hrát hodně hry. Všichni jsou šťastní a užívat si atmosféru."
545,C2016-WRI-3M-058-002,czech,2016-05-24,2,M,writing,narration,"Protože nemám mnoho přítele, je tam jen pět nebo šest host obvykle, ale stále máme dobrý čas. Proto si myslim, ze nemusíme byt populární a má spoustu přátel, místo toho budeme potřebovat pouze několik lidí, kteří se blizí s námi, a můžeme mít krásný život."
