seq,id,date,time_length,gender,medium,text_type,text
477,R2016-WRI-1M-045-002,2016-03-29,1,M,writing,narration,"#So# #it# #came# #up# #with# #a# плохой #idea#, #it# #decides# #to# #steal# #from# #the# #bee#. Соббока #get# #close# #to# #the# #bee's# дом, #like# #a# #thief#, #and# #it# #look# #around# #for# #sure# #that# некто видет #it's# плохой #behavior#. #The# соббока #finally# #get# #its# любимый #bubble gum# #after# #his# #savage#. #The# #bee# #is# #furious# #because# #its# #efforts# #go# #to# #the# #gutter#. #In# #the# #end# #of# #story#, #the# #bee# #gives# #the# #bad# #dog# #a# #sting#!"
478,R2016-WRI-1M-046-001,2016-03-29,1,M,writing,narration,"В субботу. Там собака. Её зовут Алла. Она играла в футбол в парке. Сначала она был в парке, потом она идёт в подпарк. Она смотрел #a# #bee# #which# играет #machine#. #Bee# идёт домой, в дереве, с #chu# #gum#. Алла тоже идёт в его дом. Когда #bee# играл #machine# #agine#, Алла #damaged# #bee's# дом, и беру #chu# #gum#. #Bee# поживает плохо, поэтому он #attacked# Алла. Через #a# #fight#, Алла идёт #quickly# в #other# место."
479,R2016-WRI-2F-001-001,2016-03-29,2,F,writing,narration,"Однажды собака играл с мячей, и она очень весёлая. Вдруг она посмотрела другой мяч, но не знает что это. В мяче многие конфеты. Она хотела их есть, и посмотрела одна пчела. Пчела умная и брала один конфет из этого мяча, и летила в неё доме. Собака играла и ела все конфеты. Вдруг в неё роте много мячей! Она играла и играла, один за другой. К сожалению, пчела посмотрела и  всё знала."
479,R2016-WRI-2F-001-002,2016-03-29,2,F,writing,narration,"Пчела сердилась и хотела собаку умереть. Собака боилась, она бежила и бежила, дольше и быстрее, как у неё нет времени. Наконец, они усталы. Пчела хорошо слелала и получила победу. Она довольна и смотрела собаку, которую бежила далеко от ней."
479,R2016-WRI-2F-001-003,2016-03-29,2,F,writing,narration,"Это интересная сказка, и все животные симпатичные. Дизни, это один из самых любимых фильмов."
480,R2016-WRI-2F-002-001,2016-03-29,2,F,writing,narration,"Это весёлая собака. Эта собака весело бегает в саду и играет в мяч. Потом эта собака увидела жвачку, и собака очень хочет есть эти сладкие жвачки, но собака не может брать."
480,R2016-WRI-2F-002-002,2016-03-29,2,F,writing,narration,"В то же время собака увидела, как почела летит сюда, и как почела взяла одну жвачку. Собака пошла за почелой и наконец взяла жвачки из дома почелы."
480,R2016-WRI-2F-002-003,2016-03-29,2,F,writing,narration,"Собака весело ест сладкую жвачку. Через некоторое время почела прилетила, и увидела, как её дома уже не было. Она узнала, что это же собака сделала. Почела очень сердита, и полетел к собаке, а собака бегает в саду с почелы. Наконец почела победила, а уже сто слов, и я не хочу больше писать. Фильм интересен, но мне скучно и трудно написать такое сочинение. Это всё."
481,R2016-WRI-2F-003-001,2016-03-29,2,F,writing,narration,"В начале фильма одна собака играла в мяч, когда она бегала за мячом, она заметила большую банку, в которой много конфет. Собака попробовала поймать конфеты с банкой, но не могла. Тогда одна пчела прилетела к банке, влетела в ней, потом вылетела с красной конфетой. Конфета слишком больша для неё, поэтому она летала медленно. Собака шла за пчелой, и увидела, что пчела поставила конфету в свой дом. Когда пчела улетала, собака подошёл к дому пчелы и сломал весь дом."
481,R2016-WRI-2F-003-002,2016-03-29,2,F,writing,narration,"Конфеты лежат на поле. Собака была рада и съела все конфеты и ушла. Она долго ела конфеты, играла в них. А пчела вернулась, увидела, что кто-то сломал её дом и все конфеты потерялись. Пчела считала, что это сделалась собакой, и полетала к собаке. Она нашла собаку, и они начали спорить. В конце фильма собака испугалась и убежала, а пчела- победитель."
481,R2016-WRI-2F-003-003,2016-03-29,2,F,writing,narration,"Я думаю, что это интересный фильм, все роли в фильме очень симпатичные. Мне особенно понравилась ту жёлтую собаку, потому что она весла себя интересно."
482,R2016-WRI-2F-004-001,2016-03-29,2,F,writing,narration,"Есть одна собака. Это американская собака. Недалеко от её дома киоск, который продаёт конфеты. Собака очень голоден, и она хочет съесть конфеты, но не знаю, как покупает конфеты. Вдруг она увидела одну пчелу. Пчела летала весела, она летала до киоски и взяла конфету. Потом пчела полетела домой с вкусной конфетой. Собака пошла за ней."
482,R2016-WRI-2F-004-002,2016-03-29,2,F,writing,narration,"И когда пчела улетела, собака съела всё конфеты пчелы, она очень весела. Но пчела узнала, что собака съела конфеты и она сердилась. Пчела прилетела к собаке и она хотела убить собаку. Они заведуются друг другу. Наконец пчела победала. Собака плаклала и убегала. Пчела съела конфеты и улыбалась. По-моему, это короткий фильм очень интересный и незабываемый."
483,R2016-WRI-2F-005-001,2016-03-29,2,F,writing,narration,"Плуто, умный собака. В один разе он очен хотел есть жвачка, но не умел получать. Когда то, он увидел пчела летел в автокиоке жвачки и получила жвачка. Плуто пошёл из-за пчела и нашёл её дом. Он съел всё жвачки в доме пчелы. Потом пчела вернулась с жвачки и увидела что её дом ужё не здесь. Пчела очень сердитая, и применяла её антенну найти Плуто."
483,R2016-WRI-2F-005-002,2016-03-29,2,F,writing,narration,"Пчела хотела ужалить Плуто, но это не так лёгко, потому что Плуто умный собака. Она быстро летела и хотела ужалить, но Плуто применял пузыри в каждом разе. Хотя трудно кажется, пчела ужалила Плуто. Я думаю что обе того не победитель, потому что у пчели нет дома, а Плуто ужалился."
484,R2016-WRI-2F-006-001,2016-03-29,2,F,writing,narration,"Это очень интересный фильм. Фильм о собаке. Каждый день, собака играет мяч в парк весёло. Потом она хочет есть конфеты, но конфеты не может получить. Поэтому собока берёт конфеты пчелы. Пчела и сабока на дуэли, как похожи на люди. Фильм простый но интересный. Дети должны понимают что случилось в фильме. Не надо одна слова, все понимаю о чём говорит фильм, это гуденсный!"
484,R2016-WRI-2F-006-002,2016-03-29,2,F,writing,narration,"Мне очень нравится фильм. В фильме симпатичные животны, разные цвета, хороший музык, или интересный сказки. Животны не могут говорить как люди в жизнь, но в фильме, они могут. Все Всё в фильме могут сделать. Поэтому я люблю смотреть фильм в жизнь."
485,R2016-WRI-2F-007-001,2016-03-29,2,F,writing,narration,"собака любит играть. погода очень прекрасно и солнечно. поэтому собака пошёл в парк. Когда собака пришёл в парк, собака очень радна, поэтому собака бежал с интересом. А в тот время, собака увидел жвачку. собаке очень нравится жвачку. жвачка вскусная и многоцветая. зелёная. белая. золотая. чёрная. красная. собака не может есть жвачку. потом собака видел как пчила применать жвачку."
485,R2016-WRI-2F-007-002,2016-03-29,2,F,writing,narration,"пчила применала жвачку и потом приносла домой. а в доме пчилы много пчил с цветом. собака увидел жвачки. которые были в доме пчилки. собака хотит попробавать, а потом собака ел все жвачки. в тот время, плича прилетела домой и увидела что собака ел все жвачки. плича была сердая. плича была средая, плича была средая, поэтому плича хотила наказать собаку. в конеце концов плича наконец ела жвачку."
486,R2016-WRI-2F-008-001,2016-03-29,2,F,writing,narration,"В фильме говорится о собаке и пчеле. Собака играет в мяч в парке. Мяч летает за пределами парка, поэтому собака лезет в ограду и падает на землю. Вдруг она увидела сладские конфеты. Ей очень хочется. Неожинидано туда летит пчела. Пчела берёт конфеты и летит домой. Пчела беретёт конфеты в свой дом. Когда она сохранила конфеты, она улетела. Собака следит за пчелей по дороге."
486,R2016-WRI-2F-008-002,2016-03-29,2,F,writing,narration,"Собака заметила дом пчелы. Она хочет украсть у пчелы конфеты. Тут пчела вернулась. Пчела заметила, что её дом сломался. Она думаю, что собака его сломал. Борьба между собакой и пчелой началась. Наконец, пчела победила собаку и собака убежила."
486,R2016-WRI-2F-008-003,2016-03-29,2,F,writing,narration,"Мне кажется, что этот фильм интересный и смешной. Когда я посмотрела фильм, я думаю, что нам надо нельзя украсть у кого-то вещь."
487,R2016-WRI-2F-009-001,2016-03-29,2,F,writing,narration,"Собака уведела что-нибудь. Она хочет есть. Однажды она уведела пчелу. Пчела вошла во вход, потом взяла один мяч и вылетела. Собака пошла за пчелой. Она вывзяла многие мячи пчелой и съела всё. Когда пчела летала, она горядина. Пчела летала за собаку. Собака бегала водруг. Собака больше чем пчела. Собака умеет бегать быстро, Пчела умеет летать быстро. Хотя пчела мальнекая, пчела одежала."
487,R2016-WRI-2F-009-002,2016-03-29,2,F,writing,narration,"Мне нравится собака. Мне боюсь пчела. Они не говорят в этом фильме, но я понимаю всё. Этот фтльм понятно легко. Этот фильм для детей. Я часто смотрлю фильмы для детей."
488,R2016-WRI-2F-010-001,2016-03-29,2,F,writing,narration,"Это был хороший день. Солньце ярко светло. Небо синее моря. В саду одна собака весело играла в мячь с собой. Когда собака выбежала из сада, она увидела машину, в которой было много цветных конфет. Собака хотела побробавать сладкие конфеты, но у неё нет денег. Она старалась взять конфеты, но не умела."
488,R2016-WRI-2F-010-002,2016-03-29,2,F,writing,narration,"В то же время прилетела одна жёлтая пчета. Пчета быстро волетела в места, где лежали конфеты, нёс конфета, полетела домой. Собака бегала за пчетой и пришла дом пчеты. Пчета класла конфету в дом и улетела. Собака лезла на дерево, потом дом пчеты упал, и все конфеты упали на пол! Собака сьела все конфеты и была очень довольна."
488,R2016-WRI-2F-010-003,2016-03-29,2,F,writing,narration,"Через несколько минут пчета вернулась, увидела свой дом на полу и сердилась. Она увидела собаку, наконец изгоняла собаку и победила."
489,R2016-WRI-2F-011-001,2016-03-29,2,F,writing,narration,"Однажды собака, которой зовут Плуто, бегала по саду. У неё было свободное время. Она играла с мячом. Вдруг она потеряла её мяч. Когда она исказала её мяч, она увидела одну бутылку, у которой есть много конфетов. У конфетов много цветов. Например, красные, жёлтые, белые и другие. Плуто хотелась поесть эти конфеты, и потом она увидела #bee#, который взял эти конфеты без трудости."
489,R2016-WRI-2F-011-002,2016-03-29,2,F,writing,narration,"Она поссорилась с ним из-за конфеты. В конце она хотя ела конфеты, но у неё болит нос, потому что #bee# летел в её голос. А #bee# #lost# всё конфеты. Кажется, обо них получили плохой результат."
489,R2016-WRI-2F-011-003,2016-03-29,2,F,writing,narration,"Я думаю, что Плуто-это дурак, потому что конфеты не важно. Она хочет есть конфеты, поэтому она заболела. Кроме того, этот фильм интересный."
490,R2016-WRI-2F-012-001,2016-03-29,2,F,writing,narration,"В фильме я увидела одну собаку. Сначала он играл мяч, потом он увидел #Bubble gum# и очень ходел есть #gum#. Он попробовал сильно но не успел. Вдруг он увидел одну пчелу, которая отнесла #gum# в дом. После того как эта пчела ушла из дома, он взял все #gum# в доме и съел. Когда пчела пришла домой, она #found#, что собака взял её #gum#."
490,R2016-WRI-2F-012-002,2016-03-29,2,F,writing,narration,"Эта пчела очень сердилась и решила взять реванш на эту собаку. Но эта собака очень злой и пчела не могла успеть взять реванш. В конце концов, они упали в #glass# и эта пчела успеть #attack# собаку."
491,R2016-WRI-2F-013-001,2016-03-29,2,F,writing,narration,"Это мультфильм об одной собаке и пчеле. Однажда когда собака брела по улице, она увидела много гумов и хотела есть их. Но гум не могла получить, потому что они были в бутылке. Собаке было грустно и вдруг прилетела пчела. Пчела волетела в бутылку и достигла гума. Собака зашла за пчелу и пришла в её дом, который висит на дереве."
491,R2016-WRI-2F-013-002,2016-03-29,2,F,writing,narration,"После того как пчела улетела, собака использовала весь её силь получить эти гумы. Наконец дом пчелы упал и все гумы катались из его. Собака была очень рада и съела всё. Когда пчела вернулась с гумом, она ничего не увидела, но только дом, который сломался на полу. Она была очень сердилась и решила сделать реванш на собаку. Сначала война."
491,R2016-WRI-2F-013-003,2016-03-29,2,F,writing,narration,"Собака и пчела ссорились друг с другом и стали бороться. Собака боролась с гумом и пчела с собой. Наконец пчела победела. Этот фильм сказал нам, что нельзя думать о тот, что не наше. Никого не говорил, но музыка прекрасна и интересна."
492,R2016-WRI-2F-014-001,2016-03-29,2,F,writing,narration,"Когда собака играл в дворе, Он уведил  много конфертов. Он хочет есть их, но он не мог взять. Вдруг собака ведил #bee#, который мог взять конферты и принёс их в свой дом. Следовательно, собака решил взять конферты у #bee# дома. Он разрушил его дом и получил много конфетов. Ему весело есть конферты и дул #bobbule#. Когда #bee# летел домой, он уведил его дом рзрушился."
492,R2016-WRI-2F-014-002,2016-03-29,2,F,writing,narration,"Он узнал что, его дом разрушин собакой, поэтому #bee# решил взять реванш. Они бейся друг с друга и спорят. В конце #bee# поиграл собаке, а собака заплакал за горе."
493,R2016-WRI-2F-015-001,2016-03-29,2,F,writing,narration,"Этот фильм очень интересно! Дети люблю смотреть и Я тоже люблю этот со своего детства. Мне нравится фильмы из ""#disney#"", особенно нравится ""#pluto#"" и ""#donald duck#"". Они мои любимые. Два года назад Я ходила в Ипоню, купила билеты в ""#disney land#"" со своей сестрей, я была очень рада."
493,R2016-WRI-2F-015-002,2016-03-29,2,F,writing,narration,"Этот фильм шёл на семь минут но никто не говорит. Я думала, что его музыка очень красивая, которая носит людям счастье и радость."
493,R2016-WRI-2F-015-003,2016-03-29,2,F,writing,narration,"Я вспомнила, когда мне было семь лет, я часто смотрю этот фильм со своими семьей, и все смеялись. Я буду смотреть его опять."
494,R2016-WRI-2F-016-001,2016-03-29,2,F,writing,narration,"Однажды, погода прекрасная, И собака играет мяч в саду. Но играет и играет, он потеряет его. Когда он бегает найти, он смотрет одна вещь, которая продаёт конфеты. Он думает, что конфеты вкусные и очень хочет есть. Поэтому он попробует открыть эту вещь, но не получает результат."
494,R2016-WRI-2F-016-002,2016-03-29,2,F,writing,narration,"Тогда подойдёт пчела. Она хорошо знает, как получает конфеты. Она несёт конфет домой трудно, и собака тоже идёт тута. Он смотрет, что пчела положит конфет в дом, и он сломает её дом. В её доме много конфетов! Как удивительно! И, конечно, собака ест всё."
494,R2016-WRI-2F-016-003,2016-03-29,2,F,writing,narration,"Но когда пчела вернуется, Она знаёт этот кашмар. Она идёт к собаке и они ссориться. Они пробежают по саду. Пчеле обидно и она хочет убить собаку. На конец, пчела выиграет, и собака уйдёт грустно и быстро."
495,R2016-WRI-2F-017-001,2016-03-29,2,F,writing,narration,"Сначала в фильме является одна собака. Он играл мяч в паре. Ему было очень весело. Одновремено он играл мяч и прошёл в парк. Он шёл на улицу и вдруг увидел один киоск, который продает конфеты. Эта собака очень хочет есть конфеты поэтому он думает много идеи, чтобы получить конфеты. Но время прошёл. Ему нечего не получит. Тогдпа один трудалюбитный #bee# прилетел."
495,R2016-WRI-2F-017-002,2016-03-29,2,F,writing,narration,"Так как #bee# очень мальенкий поэтому он может волететь в киоск за конфетом. Та собака садилась на угол и смотрел это #bee#. Это #bee# очень трудно взял конфет поэтому он не может полететь высоко, как обычно. Это #bee# долетел до своего дома и собака тоже шла с ним. На конец Собака является, где это #bee# хранил эти конфеты. Когда #bee# улетел из своего дома."
495,R2016-WRI-2F-017-003,2016-03-29,2,F,writing,narration,"Это злая собака сначала #destroy# дом #bee#, чтобы есть эти конфеты. Он села всё конфеты и сначала дыть блооп."
496,R2016-WRI-2F-018-001,2016-03-29,2,F,writing,narration,"Однажды собака, которая называется Плуто играл мяч. Плуто бегал быстро, но мяч катался быстрее, чем Плуто. Вдруг Плуто увидел автокиоск с конфетам. Плуто очень хотил есть конфеты, но у него не дениг. Он не знал, что должен делать чтобы получить конфет. Потом он увидел #bee#. Этот #bee# волетал в автокиоск и нисёл конфет. Плуто подошёл к дому #bee's# и #bite# дома."
496,R2016-WRI-2F-018-002,2016-03-29,2,F,writing,narration,"Когда трудолюбимый #bee# нисёл другие конфеты, он ничего не видил. Ему очень грусно и хотил бить Плуто. Плуто и #bee# ненавидел друг друга. Они ссорились и #bee# успел."
497,R2016-WRI-2F-019-001,2016-03-29,2,F,writing,narration,"Мы смотрели интересный фильм. Сначала, один собака играл мяч, Когда он это мяч, он видел конфеты. собака хочет есть но у него нет денег. Вдруг он видел #bee# летел и ношёл конфеты. Собака бегал в #bee's# дом и ел все конфеты. #Bee# был не весёлый. Они ссорится друг с другом."
497,R2016-WRI-2F-019-002,2016-03-29,2,F,writing,narration,Я очень люблю этот фильм потому что оба роль симпатичные.
498,R2016-WRI-2F-020-001,2016-03-29,2,F,writing,narration,"Однажды, собака гуляла на улице и видела конферта #selling# #machine#. Собака очень хотила есть конферт, но у неё было не денег, поэтому она не могла купить конферт. Поэтому собака ходила и думала, которую взять конферт."
498,R2016-WRI-2F-020-002,2016-03-29,2,F,writing,narration,Она смотрела а #bee# взяла конферт и положила в она дома. Собака #_____# #bee's# дом и взяла конферт.
498,R2016-WRI-2F-020-003,2016-03-29,2,F,writing,narration,Собака была весёлая и сьела всё конферт. Оно все вышёл в дом и увидела у него не дома и не  конферт.
498,R2016-WRI-2F-020-004,2016-03-29,2,F,writing,narration,"#Bee# был #furious#, и искала кого искала его конферт."
499,R2016-WRI-2F-021-001,2016-03-29,2,F,writing,narration,"Это фильм о собаки и #bee#. Сначала собака играл  мяч в парке. Ему очень весел. Вдруг он увидел много конфертов на улице. Он хотел есть, но он не мог. Он видел #bee# летал и взял конферты. #Bee# принёс конферты домой. Собака решил взять #bee's# конферты в #bee's# доме. В #bee's# доме много конфертов. Он ел всё."
499,R2016-WRI-2F-021-002,2016-03-29,2,F,writing,narration,"Когда #bee# вернулся домой, он видел своей дом сломался. Ему очень #angry#. Он пошёл к собаке и боролся с ним. Наконец #bee# победал."
500,R2016-WRI-2F-022-001,2016-03-29,2,F,writing,narration,"Однажды одна собака играла мяч в парке. Вдруг она увидела эту машину с многими #GUM#. Она очень хотелась есть это #GUM#, но она не могла отнесла это #GUM# из машины. В тот время один #BEE# появился и отнёс один #GUM# из машины легко. Этот #BEE# нёс #GUM# домой и улетел."
500,R2016-WRI-2F-022-002,2016-03-29,2,F,writing,narration,Плохая и словая собака разрушала дом #BEE# и ела все #GUM#. #BEE# очень невесело. Он полетел к этой собаке.
501,R2016-WRI-2F-023-001,2016-03-29,2,F,writing,narration,"Однажды, когда жётая собака играла на мяч, она увидела один машина, которая подавает конфеты. Собаке очень нравилась конферты, поэтому она хотела есть их. Но к сожалению, она не могла брать конфеты от машины. В то время, прилетела муха. Муха меньше чем собака, поэтому она волетела в машину и получила конфета и унесла её домой."
501,R2016-WRI-2F-023-002,2016-03-29,2,F,writing,narration,"Чтобы получить любимая конфета, собака разрушала дом мухи. Мухе обидно и взяла реванге. Она борилась со собакой и наконец, муха победила. Этот рассказ сказал нам, что мы нельзя брать вещи, у которых не было нас."
502,R2016-WRI-2F-024-001,2016-03-29,2,F,writing,narration,"В небольшом городе живёт симпатичная собака, которой зовут Блуто. Однажды он сам весело играл мяч. Этот голубой мяч прыгал на машине, в котором продавали конфеты. У Блута нет было денег и не знал, как открыл эту машину конфет, но его хотелись получить и попробовать эти конфеты. В это время, маленькая пчела подлетела к машине конфет, и влетела в машину."
502,R2016-WRI-2F-024-002,2016-03-29,2,F,writing,narration,"Потом она вылетела и несела красную конфету. Эта конфета даже больше пчелы. Блуто видел и в его мозг пришла плохая мысль – он пларовал получить конфеты у плечи. Наконец, Блуто получил плохой результат."
503,R2016-WRI-2F-025-001,2016-03-29,2,F,writing,narration,"Это мутфильм о собаке Прюто и пчеле. Сказка начался от, что Прюто играл на бол и заметил что продавел конфеты, но он не мог брать из его. Тогда пчела летил и собирал много конфет в его доме. Прюто попал дом пчелы и ел всё конфеты, которые пчела собирал. Когда пчела заметил что его конфеты , он сердился. Пчела и Прюто бежали друг с другом. Наконец, печла побежал."
503,R2016-WRI-2F-025-002,2016-03-29,2,F,writing,narration,"Мне кажется это мутфильм весело и интересно. Герои симпатичный. Через этот мутфильм, нам нужно учить что нельзя берёт вещи какого-нибудь."
504,R2016-WRI-2F-026-001,2016-03-29,2,F,writing,narration,"Я посмотрел мультфильм о собаке и маленькой пчеле. В нём говорилось о том, что они боролись за конфетами. Пчела собрали много конфет, но собака же ела всё! Поэтому маленькая пчела очень сердилась и хотела бороться с собакой."
504,R2016-WRI-2F-026-002,2016-03-29,2,F,writing,narration,"Они бегали везде, бегали с травы до улицы, бегали во двор. Пчеле хотелось бить собаку, но никак не били её. Через минуты, они очень устали, они упали в маленький твор, и пчела наконец била собаку. У неё хорошое настроение, наоборот, у собаки нехорошое настроение. Говорят, не бери вещи, которые не у тебя."
505,R2016-WRI-2F-027-001,2016-03-29,2,F,writing,narration,"Однажды, одна собака играл и гулял в парк. Он хочет есть #chewing gum#, поэтому он часто пойду около #chewing gum#. Вдруг, он #found# #that# #a# #bee# взят #gum#. Потому что, он #followed# #the# #bee# вернусь на его #nest#. Когда #the# #bee# #flew# #away#, он #attck# #the# #nest# с нему горова. А потом  #gum# #fell# #all# #over# его лицо. #The# #bee# #and# собако #fight# #with# #each# #other#. Последны, собака ушёл."
505,R2016-WRI-2F-027-002,2016-03-29,2,F,writing,narration,"Я считаю, это интересный фильм который есть красивый #characters#. Мне очень люблю это фильм."
506,R2016-WRI-2F-028-001,2016-03-29,2,F,writing,narration,"Это фильм о собаке и пчеле. В саде есть одна собака. Она играет бол и бегает. Она видет конфетную банку, в которой много резины. Кажется, это очень вкусные, и собака хочет есть. Потом она видет одну пчелу. Пчела маленькая, поэтому она может входить в банке и взять конфеты. Пчела носит резина домой, и собака видет всё прогрес. Собака вебёт дом пчелы и #break# #_____#."
506,R2016-WRI-2F-028-002,2016-03-29,2,F,writing,narration,"Весёлая собака ест конфеты и играет воздуху, но пчела не счастливая. Они ссорятся друг друга. Резины всегда #stick# на собаке и на пчеле. Собака  очень боится почелой, потому что она есть вредный #needle#. Собака дует большую ваздуху, а воздуха #broken#. Пчела #stings# собаку и видет, что собака бегает. Пчела сейчас весёлая и может есть конфеты сама."
507,R2016-WRI-2F-029-001,2016-03-29,2,F,writing,narration,"Это мультфильм америкий фильм. Это фильм-сказаз о собаке- Плуто. Эта собака очень милая, и она хочет есть конфет называется ""#bubble gum#"". Но, она не может брать. #The# #bee# брал конфеты и уплатил домой. Поэтому в доме много конфетов. Эта собака ушёл домой с #the# #bee#, но #the# #bee# не заметил. Когда #the# #bee# выплатил из дома, эта собака сразу ест всё  конфеты."
507,R2016-WRI-2F-029-002,2016-03-29,2,F,writing,narration,"#The# #bee# не #find# его конфеты когда выплатил домой. Он думал эта собака сделал. На конец Они используют конфет играть, и даже собака ест #the# #bee# и потом пусть #the# #bee# уплатил. Это интересный мультфильм, но это фильм без музыки. Мне нравится этот мультфильм и я хочу советовать моему младшему брату смотреть это мультфильм."
508,R2016-WRI-2F-030-001,2016-03-29,2,F,writing,narration,"Это фильм рассказывал о собаке и пчеле. Собака – её зовут Плуто. Однажды день Плуто играет в парке. Вдруг Плуто видил камедь и хотел есть. Пчеле взял камедь и летил домой. Плуто ""#followed# "" пчела и ел каждый камедь. Когда пчела волнавалась, её дом "" #were# #destroyed#"". Быстро пчела узнала, что собака , Плуто ел камедь. Пчела решила ""#revenge#"" и уход!"
508,R2016-WRI-2F-030-002,2016-03-29,2,F,writing,narration,"Это очень интересный фильм! Мне нравится ""#interaction# #between#"" собака и пчела. Этот фильм говорит о ""#virtus#"". Мне не нужно ""#steal#"" вещи, если у меня нет. Это ужас! Если мы ""#steal#"" у тебя есть плохой получение."
509,R2016-WRI-2F-031-001,2016-03-29,2,F,writing,narration,"Я увидела собакого, что зовут ""Плуто"" в этом фильме. Это очень интересно, потому что Я очень люблю любые фильмы от ""#Disney#"". А Плуто милый и всегда делает что-нибудь удивительное. Думаю, что это известное собако должен стать лучшем другом с каждым ребёком."
509,R2016-WRI-2F-031-002,2016-03-29,2,F,writing,narration,"А говорю о чём Я уже увидела в этом фильме. Во-первоое, Плуто хочет взять конфеты, и его взгляда, как мы люди, очень #shēngdòng#, и станет искать где оно может взять конфеты с многими цветами. Найдя #fēngwō#, Плуто едет с удовольствием, #ah# ! К сожеление, #Bee# узнает, и станет #gōngjī# его. Хахаха~ мне понравилось это #guòchéng#."
509,R2016-WRI-2F-031-003,2016-03-29,2,F,writing,narration,"Я хочу знаю, что если русские дети любят видеть фильм""#Disney#"", и Я тоже увидела ""Чебурашка"", но это не (смеяное) как ""Плуто"". Хотя я не познакомлюсь с фильмами руссков, но я надеюсь, что я буду найти много и их увидеть когда у меня свободное время. По-моему, при фильмах или кино, мы учим языки, тоже, культуру одной страни."
510,R2016-WRI-2F-032-001,2016-03-29,2,F,writing,narration,"Это собока очень хотела есть конфеты, но она не знала как брать конфеты.Тогда она видела #bee# брал конфеты и бернула в его дома. Собока хотела есть конфеты, поэтому она брала конфеты из #bee# дома, когда  #bee# не было дома. Даже собока #break# дом, который #bee's#. Потом, #bee# бернул и видел, что его дом было #break#. #Bee# знал, это собока брала его конфеты и #break# его дом."
510,R2016-WRI-2F-032-002,2016-03-29,2,F,writing,narration,"#Bee# решил пойти к собоке, он решил #cì# собоки. Собока очень рад ела конфеты. Собока изпользовалась конфетом и #maked# #it# #it# #become# бол. #Bee# хотел #break# бол, но это было трудность. #Bee# #was# #closed# #in# бол, но он доже изпользовал болом, которые собока #maked#. #Bee# #maked# бол #into# длин. #Bee# #tip# собока, а собока не могла ходить. На конец, #bee# #cì# собоку."
510,R2016-WRI-2F-032-003,2016-03-29,2,F,writing,narration,"Собока платила и убежала, а #bee# чуствовал очень хорошо. Но я думала, что у него не дома, поэтому он не мог бернуть дома. Я тоже думала, что собока была белена."
511,R2016-WRI-2F-033-001,2016-03-29,2,F,writing,narration,"Это интересный фильм. В этом фильме есть одна собока и один #bee#. Собока играл бол в парке, потом он #smell# вкусный воздух. Он перешёл парк, видел машин, который #sell# #bubble gum#. Он хотел есть #gum#, но он не знал, как #take# #it#. Когда он думал, пришёл #bee#. Этот #bee# просто взял #a# #gum# и пришёл домой. Собока внимательно шёл за #bee#, видел его трудно летить домой с #gum#."
511,R2016-WRI-2F-033-002,2016-03-29,2,F,writing,narration,"Когда #bee# вышёл, собока видел сколько #gum# его соберал и есть всё. Он очень весело. #Bee# пришёл домой и смотрел его дома #broken#. Он искал собоку и #kick# его. #Bee# #chased# собоку, и собоку бежает по парке. Они успал, но собоке ещё надо бежает из #bee#. Наконец, собока перебежает всё парк и #bee# летит на цветы, #smiled# с успех."
512,R2016-WRI-2F-034-001,2016-03-29,2,F,writing,narration,"Мне кажется, что этот фильм очень интересно. Но одновремянно, я видела кое-то случаях. Собака ел что #gum# хотел есть, даже взял его целые #gum#. По-моему, что собака делать плохо, а #bee# обидился на собаки. Мне надо знать, почему #bee# очень не весёлый. Если бы собака и #bee# стали друзьями, #bee# можно дать его конфеты. Про меня, они не взрослые."
512,R2016-WRI-2F-034-002,2016-03-29,2,F,writing,narration,"Как наши жизни, нам надо помогать вместе, а но не любить друг с другом. Кроме того, люди не надо обишаются дела. Когда-то мы не заметили о том, что мы делаем #affect# груные. Честно говорю, этот фильм дал мне хороший урок. Сейчас я пойму, что человек должен #treat# груние люди. Я не знала как знакомилась с груными людьми с детства. Блогадаря этому фильму, я теперь что мне надо учиться."
513,R2016-WRI-2F-035-001,2016-03-29,2,F,writing,narration,"Это фильм рассказывает, что собака Бульто очень хочет есть жвачка, но он не может взять жвачки из машини жвачки. Вдруг, он посмотрет #a# #bee# придёт эта машина, и #gets# жвачка быстро. #Followed# #the# #bee#, Бульто знает где #the# #bee# ставит все жвачки – его дом! В этот время, Бульто #comes# #up# #with# плохой план – #be# #a# #thief#! На коннец, конечно, Бульто #pays# #for# #his# #behavior#!"
